id,text,start,end
5535496873950688380/00073,PLACES YOU'D BE IN REAL LIFE IT'S FUNNY IF YOU WERE WITH ANOTHER ACTOR THEY MIGHT IMMEDIATELY NOT GO TO SAY THIS IS WHERE THE COWS ARE MILKED BECAUSE IT'S SOMETHING COMPLETELY DIFFERENT EXACTLY TO THEM IT MIGHT BE ANOTHER AREA,0.000,-1.000
5535496873950688380/00065_0,SOAP BEGAN BROADCASTING NATIONALLY IN JANUARY 1951 AND REVOLVES AROUND A FARMING FAMILY NOW SURELY YOU KNOW WHAT IT IS BY NOW BUT IF YOU STILL HAD ANY DOUBTS HAVE A LISTEN TO THIS THE ARCHERS THEME TUNE PLAYS THAT IS A MAYPOLE DANCE CALLED BARWICK GREEN AND IT IS OF COURSE THE THEME TUNE TO THE,0.000,-1.000
5535496873950688380/00064,RUNNING RADIO SOAP OPERA IN THE WORLD WINSTON CHURCHILL WAS PRIME MINISTER WHEN IT WAS FIRST BROADCAST I'M IN ONE OF THE VILLAGES THAT HELPED INSPIRE THE SOAP AND IF YOU NEED ANY CLUES AS TO WHAT IT MIGHT BE SEE IF THESE RING ANY,0.000,-1.000
5535496873950688380/00058,PICK FOR BATTLEFIELD BUT WHEN SECRET PLANS WERE DISCOVERED TO PLACE WORCESTER ON THE FRONTLINES DURING WWII AND TO SACRIFICE IT IN THE EVENT OF A GERMAN INVASION THIS CAUSED QUITE COMMOTION,0.000,-1.000
5535496873950688380/00060_0,AND BIRMINGHAM,0.000,0.815
5535496873950688380/00060_1,BEING THE GREAT INDUSTRIAL AREA SINCE VICTORIAN TIMES WITH THE BLACK COUNTRY YOU'VE GOT ALL THE FACTORIES MAKING MUNITIONS AIRCRAFT EVEN CIVILIAN THINGS LIKE GAS MASKS AND THINGS LIKE THAT SO IT'S VERY VERY IMPORTANT THE VERY INDUSTRIAL HEARTLAND,0.815,14.295
5535496873950688380/00060_2,TO THE NORTH OF HERE SO THE IDEA IS YOU KNOCK OUT EVERYTHING DEFEND THE RIVERBANK AND THERE WILL BE NO ATTACK ON,14.295,-1.000
5535496873950688380/00074,STAIRS TO NOWHERE YES INDEED AGAIN STAIRS STEPS MAKE DIFFERENCE FOR,0.000,-1.000
5535496873950688380/00048,NOT WHAT I EXPECTED AT ALL NOW I UNDERSTAND IT USED TO BE AN OLD GENTLEMEN'S,0.000,-1.000
5535496873950688380/00061_0,NATURE OF ALL THIS INFORMATION WE WEREN'T ALLOWED TO KNOW AND WE HAD AN INKLING OF WHAT WAS GOING ON BUT OVER THE PAST TEN YEARS REALLY WE'VE MANAGED TO GATHER A LOT MORE INFORMATION SO NOW LITTLE,0.000,12.190
5535496873950688380/00061_1,BITS OF INFORMATION ARE FED OUT ALL THE TIME SO IN THE FUTURE WE'LL KNOW EVEN MORE,12.190,-1.000
5535496873950688380/00062,WITH DOCUMENT EVIDENCE AND SPEAKING TO MEMBERS OF THE HOME GUARD IT ALL COMES TOGETHER TO BUILD A PICTURE OF HOW WORCESTERSHIRE WAS TO BE,0.000,-1.000
5535496873950688380/00011,HEARTS IS THE GOOD STUFF THAT'S THE ETHANOL THAT'S THE ONLY BIT WE WANT WHAT'S IN HEADS THEN THE HEADS IS THE METHANOL AND THE TAILS IS EVERYTHING,0.000,-1.000
5535496873950688380/00005,ARE BROKEN DOWN INTO STARCH INTO SUGARS AND THEN YOU'VE GOT TO CONVERT THOSE SUGARS INTO ALCOHOL HOW DO YOU DO THAT,0.000,-1.000
5535496873950688380/00004,TO MAKING THE VODKA YES THE FIRST STAGE IS MASHING THAT'S WHERE WE HAVE TO,0.000,-1.000
5535496873950688380/00038,THINK THE CURE WORKS YOU'VE DONE A COUPLE OF THE TREATMENTS YOURSELF DID THEY HAVE GOOD BENEFICIAL VALUE I KNOW IT,0.000,-1.000
5535496873950688380/00013,OF THE REASONS IS BECAUSE IT'S HARD IT DOESN'T GIVE MUCH OF ITS MINERALS TO ANYTHING THAT FALLS UPON,0.000,-1.000
5535496873950688380/00003_0,THERE'S ABOUT 5 5 KILOS OF POTATOES IN EVERY BOTTLE YES BECAUSE WE USE THE SMALL ONES LIKE THIS THAT MEANS THERE'S 125 IN EVERY BOTTLE OK WHY USE JUST THE SMALL ONES BECAUSE NOBODY ELSE WANTS THEM THE BIG ONES GET SOLD OFF TO MAKE CRISPS OR CHIPS OR SOMETHING LIKE THAT WE HAVE TO TAKE THE SMALL ONES OUT NOBODY ELSE WANTS TO BUY THEM SO THAT'S WHAT I USE THEY'RE CLEAN SOUND WHOLESOME THERE IS NOTHING WRONG WITH THEM HOW CLEVER IN ACTUAL FACT THEY'RE SLIGHTLY BETTER FOR THE VODKA BECAUSE THE SMALL ONES TEND TO BE SLIGHTLY HIGHER IN,0.000,-1.000
5535496873950688380/00002,THE NATURAL MINERAL WATER THAT'S BROUGHT ME TO THE HEREFORDSHIRE SIDE OF THE MALVERNS I'M HERE FOR ANOTHER TYPE OF LOCAL REFRESHMENT THAT'S BEEN WINNING AWARDS ALL OVER THE WORLD AND IT'S MADE FROM THIS THE HUMBLE SPUD,0.000,-1.000
5535496873950688380/00028,SHE CAME HERE IN MARCH 1857 BUT SHE WASN'T VERY WELL THEN IT WAS AFTER THE CRIMEAN WAR AND SHE CAME WITH HER,0.000,-1.000
5535496873950688380/00029_0,SHE WAS A VERY PRIVATE VERY SECRETIVE PERSON,0.000,3.395
5535496873950688380/00029_1,WAS SHE SO SHE NEVER TOLD ANYBODY WHERE SHE WAS GOING UNFORTUNATELY DR GULLY WROTE HER A LITTLE NOTE AND ON THE FRONT WAS,3.395,11.315
5535496873950688380/00029_2,MISS NIGHTINGALE THERE WAS ONLY ONE MISS NIGHTINGALE IN THE WHOLE WORLD THEN SO EVERYBODY FOUND OUT WHERE SHE WAS AND ALL THE NEWSPAPERS SAID MISS FLORENCE NIGHTINGALE IS NOW STAYING AT DR GULLY'S WATER CURE ESTABLISHMENT IN MALVERN THAT'S THE LAST THING SHE WANTED BECAUSE SHE WAS,11.315,-1.000
5535496873950688380/00001,THE BEST OF THE BBC'S RURAL PROGRAMMES FROM THIS PART OF THE WORLD THIS IS COUNTRY TRACKS,0.000,-1.000
5535496873950688380/00015,HERE IN 1622 AND AT THE BOTTOM OF JUBILEE HILL IS HOLY WELL AND IT'S BELIEVED TO BE THE OLDEST BOTTLING PLANT IN THE WORLD,0.000,-1.000
5536266102593401990/00025,KITCHEN WILL SUFFER BECAUSE THERE'S NOT THAT EXTRA BODY TO DO THE EXTRA WORK SO THIS IS REALLY CRUCIAL AND IT'S A BIG SCREW UP,0.000,-1.000
5536266102593401990/00031,TO FIND THREE TABLECLOTHS SOME SOME,0.000,-1.000
5536266102593401990/00035,MINUTES UNTIL WE GO INTO SERVICE SO IT'S A TENSE,0.000,-1.000
5536266102593401990/00021,THE TENSIONS AND HYSTERIA AND TRYING TO GET EVERYTHING UP AND MAKING THE PLACE LOOK GREAT IT'S QUITE A LARGE AMOUNT TO SWALLOW AND I DON'T THINK THEY'VE REALISED HOW MUCH THEY'VE,0.000,-1.000
5536266102593401990/00009,BUT WHAT I WOULD LIKE IS MAYBE DO SOMETHING BIT MORE DRAMATIC AS,0.000,-1.000
5536266102593401990/00008,TO MAKE MAKE AT THE BOTTOM OF THE LITTLE CHOCOLATE THING THERE'LL BE A WARM LAYER OF CHOCOLATE,0.000,-1.000
5536266102593401990/00020,GOOD HERE IN MY ESTABLISHMENT WE WOULD LOOK AT IT AS A PRE DESSERT AS I SAY I MIGHT CHANGE THE CHOCOLATE PERCENTAGE BUT IT'S SOMETHING IN THESE WINTER MONTHS HOT CHOCOLATE WE'D DONE IT IN A MODERN STYLE IT WORKS VERY WELL,0.000,-1.000
5536266102593401990/00041,GOING TO MAKE SURE I TASTE ABSOLUTELY EVERYTHING THAT I DO YOU KNOW I TASTED 90 OF EVERYTHING I DID LAST NIGHT AND THE 10 WHICH I DIDN'T TASTE WAS THE MAIN COURSE WHAT A DONKEY,0.000,-1.000
5536266102593401990/00040,THAT HE SHOULD HAVE BEEN IN AND OUT THAT WAS THE MAJOR MAIN FOCUS OF THE NIGHT AND THAT WAS COMPLETELY SHAMEFUL,0.000,-1.000
5536266102593401990/00039_0,WAS STRONGLY ON IT STRONG STRONG STRONG AND IF THAT'S WHAT SHE WANTS,0.000,2.935
5536266102593401990/00039_1,I DON'T WANT TO DISAPPOINT,2.935,4.645
5536266102593401990/00039_2,HER AS A CATERER,4.645,6.530
5536266102593401990/00039_3,AND MAYBE I WASN'T SORT OF STRONG WILLED ENOUGH TO SAY NO TO HER,6.530,11.305
5536266102593401990/00039_4,BUT I KNOW NOW,11.305,13.115
5536266102593401990/00039_5,THAT THIS IS ABSOLUTE,13.115,-1.000
5536266102593401990/00005,I'D LIKE A HOT POSSIBLY A HOT CHOCOLATE FONDANT AND ANOTHER THING THAT SHE REALLY REALLY LIKED WAS ALMOST LIKE AN ESPRESSO CHOCOLATE ESPRESSO,0.000,-1.000
5536266102593401990/00007,HOW MUCH SQUID WILL YOU HAVE ON THE PLATE WELL IT FITS A FIRST PLATE YES IT WILL BE A SORT OF SUBSTANTIAL STARTER,0.000,-1.000
5536266102593401990/00003,WANT TO SCREW THINGS UP YOU KNOW I CAN IMAGINE BECAUSE SHE'S QUITE BIG AND IN YOUR FACE POSITIVE AND HAPPY IF SHE'S NOT HAPPY WITH YOU YOU'D KNOW ABOUT IT AND I DON'T WANT THAT PRETTY QUICKLY YEAH BE HANGING FROM A,0.000,-1.000
5536266102593401990/00016,I'LL BE ABLE TO MAKE IT LOOK PRESENTABLE WHATEVER I DO TO IT I JUST DON'T LIKE USING,0.000,-1.000
5536266102593401990/00002,EVENING OF FOOD AND A PARTY ETC ETC I WANT THEM TO DONATE SO,0.000,-1.000
5536266102593401990/00001,THAT ANYTHING GOES WRONG I DO NOT TOLERATE PEOPLE MAKING A MESS OF THINGS THEY HAVE TO BE EFFICIENT THEY HAVE TO BE,0.000,-1.000
5535864093654496929/00024,A MALE HE KNOWS WHO IS REALLY DOMINANT TO HIM SO NOW HE'S MOVING OUT OF THE WAY,0.000,-1.000
5535864093654496929/00025,AND ACTUALLY THREATEN IT SO MAYBE WALK TOWARDS THE SPEAKER OR EVEN CALL BACK IN RESPONSE AND CALL AT A HIGHER,0.000,-1.000
5535864093654496929/00033,WHERE YOU CAN SEE A TRULY SPECTACULAR NATURAL EVENT AND I'M HOPING TO GET A FRONT ROW SEAT,0.000,-1.000
5535864093654496929/00022,GOING TO BE INTERESTING YES WE'RE DOING SOME PLAYBACK EXPERIMENTS SO WHAT THAT INVOLVES IS MAYBE PLAYING 30,0.000,-1.000
5535864093654496929/00036,CALLED SAMHAIN WHICH IS AN OLD IRISH WORD FOR SUMMER'S END,0.000,-1.000
5535864093654496929/00023,AND THEN I CHECK ON MY LAPTOP AND I WILL KEEP ON THERE THE REALLY GOOD QUALITY ONES TO BE ABLE TO ANALYSE THEM SO I JUST NEED TO GET QUITE A LOT OF GROANS TO BE SURE THAT I WILL GET GET A GOOD ONE GET SOME GOOD QUALITY ONES THAT I CAN ANALYSE EASILY,0.000,-1.000
5535864093654496929/00021,OVER HERE BUT THERE'S MORE TO THEIR BELLOWING THAN YOU MIGHT THINK MUCH MORE,0.000,-1.000
5535864093654496929/00034,BECAUSE LIKE HIM TIME AND TIDE WAITS FOR NO MAN OR BIRD AS THE SPRING TIDE ADVANCES UP THE MUDFLATS SUDDENLY THE WATER COMES RIGHT UP TO THE TOP OF THE KNOTS' LEGS AND THEY TAKE FLIGHT THAT IS WHEN THE SPECTACLE BEGINS,0.000,-1.000
5535864093654496929/00047,THE FASTEST CARVED PUMPKIN THAT'S RIGHT YEAH A SINGLE,0.000,-1.000
5535864093654496929/00046,IT IS CALLED A SUMO AND IT WEIGHS SIX STONE THEN YOU'VE GOT THIS LITTLE FELLOW AND GHOST RIDERS AND RACERS JUST GOES ON AND ON BUT WHEN IT COMES TO PUMPKIN CARVING WORLD RECORDS THEY'VE ALL ROUGHLY GOT TO BE THE SAME SIZE AND HAVE A,0.000,-1.000
5535864093654496929/00052,WORLD RECORDS IN ONE DAY WHAT ABOUT THAT PHENOMENAL YOU LITERALLY ARE THE PUMP KING,0.000,-1.000
5535864093654496929/00045,OK IT'S JUST PLAYING AROUND WITH THE LIGHT BASICALLY WHAT I DO IS PRODUCE A NEGATIVE OF WHAT YOU WOULD IMAGINE BEING THE FINAL PICTURE OBVIOUSLY IT WILL BE DIFFICULT FOR US TO SEE THIS IN BROAD DAYLIGHT THAT'S RIGHT,0.000,-1.000
5535864093654496929/00041,THERE ARE A FEW FARMS AROUND THESE PARTS THAT DO GROW THEM WHICH IS REALLY GOOD NEWS FOR ONE GUY WHO NEEDS A,0.000,-1.000
5535864093654496929/00042,NOT BECAUSE HE WANTS TO MAKE A PIE OR BLEND THEM INTO A SOUP,0.000,-1.000
5535864093654496929/00043,FINKLE THE PUMPKIN HAS BEEN PUT ON THIS EARTH FOR ONE REASON AND ONE REASON ONLY TO BE,0.000,-1.000
5535864093654496929/00049,TEST ISN'T IT THAT IS AND IT'S A BIG RECORD IT'S 50 PUMPKINS CURRENTLY THE RECORD SO DAVID'S GOING TO FIND IT TOUGH HE'S ONLY GOING TO HAVE 1 MINUTE 20 FOR EACH,0.000,-1.000
5535864093654496929/00039,NOT ENOUGH BY ANY MEANS THE AMERICANS EAT A THOUSAND TIMES MORE THAN WE DO SO THESE WILL,0.000,-1.000
5535864093654496929/00011,NOT MUCH HAS CHANGED REALLY IT'S STILL A VERY INTENSIVE BUSINESS THERE ARE FAR FEWER ORCHARDS THAN THERE USED TO BE BUT I'VE COME TO ONE HERE IN HEREFORDSHIRE WHICH STILL PROVIDES ENOUGH WORK FOR A,0.000,-1.000
5535864093654496929/00004,AXIS ONCE A DAY OK BUT IT ALSO GOES,0.000,-1.000
5535864093654496929/00010,I CAN PUT THE COMBINE BACK IN THE SHED AND THAT'S ONE JOB TICKED OFF THE TROUBLE IS WE'RE ALWAYS,0.000,-1.000
5535864093654496929/00038,IF YOU'VE GOT ONE BURNING IN YOUR WINDOW TONIGHT ODDS ARE IT CAME FROM HERE THE PUMPKIN CAPITAL OF,0.000,-1.000
5535864093654496929/00006,ISN'T GETTING THE DIRECT EFFECTS OF THAT SUNSHINE SO THE WEATHER IS COLDER AND DAY LENGTH IS SHORTER THAT'S THE DIFFERENCE,0.000,-1.000
5535864093654496929/00007,THIS YEAR'S HARVEST IS VIRTUALLY OVER THE AUTUMN FOR FARMERS NOW IS ALL ABOUT PREPARING THE LAND AND GETTING THE SEED IN THE GROUND FOR NEXT YEAR'S HARVEST,0.000,-1.000
5535864093654496929/00003,LEAF IS FALLING BUT IT'S NOT EXACTLY A RIOT OF AUTUMNAL COLOUR,0.000,-1.000
5535864093654496929/00017,WITNESSING THESE STAGS SHOWING OFF THEIR PHYSICAL PROWESS AS THEY BELLOW AND STRUT AROUND IS A RARE RARE TREAT AND FINGERS CROSSED IF THIS MIST DOES CLEAR,0.000,-1.000
5535864093654496929/00016,THE SUN'S OUT SO NO INTERRUPTION OF THE PICKING PROCESS,0.000,-1.000
5535864093654496929/00002,IN EPPING FOREST I'M LOOKING FOR THE FIRST SIGNS THAT AUTUMN'S ON ITS WAY NOTHING MUCH YET,0.000,-1.000
5535864093654496929/00014,NOT REALLY NO WE HAVE APPLES FOR LUNCH EVERY DAY,0.000,-1.000
5535864093654496929/00028,PONIES ON THE MOUNTAINS DIED DID THEY MY GRANDFATHER SAID THEY WERE STOOD THERE DEAD FROZEN ON THEIR FEET AW THE ONES THAT DID SURVIVE FROM THAT WINTER WERE REALLY SPECIAL YEAH,0.000,-1.000
5535864093654496929/00001,ONE OF THE BUSIEST TIMES OF THE YEAR FOR FARMS ALL ACROSS THE LAND AND FOR WILDLIFE IT'S A CHANCE FOR THEM TO STOCK UP BEFORE THE HARD DAYS AHEAD,0.000,-1.000
5535864093654496929/00015,AND WE HAD THAT FOR SEVEN YEARS AND THEN,0.000,-1.000
5536915501648559593/00009,SHAKEN UP AS IT WAS BUT THEY HAD NO IDEA OF WHAT WAS COMING NEXT NO THEY DIDN'T THEY KNEW THAT THERE WAS PROBABLY A BATTLE COMING AND THEY,0.000,-1.000
5536915501648559593/00008,CASUALTIES TO THIS DAY HERE IN NO MAN'S LAND THEY'RE STILL FINDING FRAGMENTS OF THE LOST LIKE THIS BUTTON,0.000,-1.000
5536915501648559593/00011_0,THE STALEMATE WAS AT LAST OVER,0.000,2.450
5536915501648559593/00011_1,THE BRITISH COMMANDER GENERAL HAIG TOLD HIS MEN THEY WERE NOW TO WEAR DOWN THE ENEMY'S RESISTANCE,2.450,8.690
5536915501648559593/00011_2,BUT ON THE GERMAN SIDE GENERAL ERICH LUDENDORFF ORDERED THAT EVERY PIECE OF GROUND LOST WAS TO BE RETAKEN BY FEROCIOUS COUNTER OFFENSIVE,8.690,18.270
5536915501648559593/00011_3,IT WAS THAT DETERMINATION,18.270,20.445
5536915501648559593/00011_4,WHICH CREATED THE MUD AND THE SLAUGHTER OF A PLACE WHOSE NAME HAS BECOME SYNONYMOUS WITH THE SACRIFICE OF WORLD WAR,20.445,28.510
5536915501648559593/00011_5,ONE PASSCHENDAELE,28.510,-1.000
5536915501648559593/00005_0,OF FEINT AND COUNTER FEINTING GOING ON HERE,0.000,3.140
5536915501648559593/00005_1,AND BASICALLY IT WAS MUCH MORE DEVELOPED THE SYSTEMS WERE DEEPER THEY WERE MORE ORGANISED YET AT THE SAME TIME THE AERIAL PHOTOGRAPHY FROM THE OTHER SIDE ENABLED THEM TO TAKE CAMOUFLAGE LET ME HAVE A LOOK YOU'VE GOT SOME EXAMPLES OF AERIAL PHOTOGRAPHY,3.140,-1.000
5536915501648559593/00004,BOX OF THESE GLASS PLATES COMES IN AND THEY SEE FOR THE FIRST TIME IN THE HISTORY OF WARFARE AN AERIAL PHOTOGRAPH OF THE ENEMY IT MUST HAVE BEEN QUITE A MOMENT,0.000,-1.000
5536915501648559593/00010,PART OF A GERMAN THEY FOUND AFTER THESE EXPLOSIONS WAS FOOT IN A BOOT I THINK THAT WAS TRUE A FOOT IN,0.000,-1.000
5536915501648559593/00006,AND HORRIFIC THE TRENCHES GAVE A LOT OF PROTECTION IT WAS PARTLY PSYCHOLOGICAL BUT IT WAS CONSTANTLY TRYING TO OUTWIT THE,0.000,-1.000
5536915501648559593/00012,ZONE ALMOST SMACK BANG IN THE MIDDLE BRITISH FRONT LINES OVER HERE,0.000,-1.000
5536915501648559593/00007,FOR THE ORDINARY SOLDIER ON THE GROUND THERE WAS A PSYCHOLOGICAL DIMENSION TO THE SAFETY PARTICULARLY IN A DUGOUT,0.000,-1.000
5536915501648559593/00003,HOW MANY IN ALL ABOUT 145 000 TO 150 000,0.000,-1.000
5536915501648559593/00017_0,WAS THEIR LIFE LIKE DURING THAT PERIOD,0.000,3.010
5536915501648559593/00017_1,EM,3.010,4.775
5536915501648559593/00017_2,MY MOTHER WAS ALWAYS ON THE ROADS WITH,4.775,8.300
5536915501648559593/00017_3,DOCUMENTS TO DELIVER,8.300,11.365
5536915501648559593/00017_4,OR ACCOMPANYING PEOPLE TO HIDE THEM OR TO BRING THEM TO A SAFE,11.365,-1.000
5536915501648559593/00016_0,MOST OF THE MEN WHO HAD FOUGHT IN THE WAR AND SURVIVED,0.000,3.265
5536915501648559593/00016_1,HAD GONE BACK HOME,3.265,4.525
5536915501648559593/00016_2,TO TRY TO REBUILD CIVILIAN LIVES THEY'D KNOWN BEFORE,4.525,8.105
5536915501648559593/00016_3,BUT THE CONFLICT HAD ALSO CREATED A RESTLESS GENERATION MEN WHO NOW LOOKED TO THE FUTURE FOR ADVENTURE AND CHALLENGES MEN,8.105,16.895
5536915501648559593/00016_4,LIKE THE AIRSHIP PILOT JACQUES TROLLEY DE,16.895,-1.000
5536915501648559593/00002,YOU HAD THE ALLIED TRENCHES AND THESE WERE MIRRORED ON THE OTHER SIDE BY THE GERMANS,0.000,-1.000
5536915501648559593/00001,PHOTOGRAPHY WHAT THIS FOOTAGE REPRESENTS IS A MARRIAGE OF THE TWO TO CREATE A VISION OF THE BATTLEFIELD QUITE UNLIKE ANYTHING THAT HAD EVER BEEN SEEN,0.000,-1.000
5536915501648559593/00015_0,CAME TO PASSCHENDAELE AFTER THE BATTLE AND SAW THE DESTRUCTION BURST INTO TEARS AND ASKED MY GOD,0.000,6.950
5536915501648559593/00015_1,DID WE REALLY SEND MEN,6.950,8.590
5536915501648559593/00015_2,TO FIGHT IN THIS,8.590,10.125
5536915501648559593/00015_3,WELL THEY DID,10.125,11.355
5536915501648559593/00015_4,AND AGAIN,11.355,12.560
5536915501648559593/00015_5,AND AGAIN,12.560,13.655
5536915501648559593/00015_6,FOR ANOTHER YEAR OF,13.655,-1.000
